490, 0
406, 7
431, 10
418, 10
425, 8
488, 9
453, 3
456, 8
423, 7
441, 3
471, 3
488, 6
499, 4
456, 5
480, 2
435, 5
497, 3
409, 8
494, 10
465, 8
486, 5
442, 3
468, 9
476, 1
418, 7
461, 5
493, 9
473, 10
405, 2
429, 0
472, 10
442, 8
469, 0
429, 7
492, 4
492, 10
407, 8
429, 3
448, 3
468, 9
438, 10
495, 9
495, 0
436, 6
440, 4
465, 1
417, 5
455, 2
470, 9
489, 6
481, 0
434, 7
456, 1
492, 3
493, 0
437, 10
493, 6
444, 4
445, 10
466, 3
435, 7
441, 2
448, 6
446, 7
482, 2
434, 6
446, 2
470, 10
477, 8
476, 8
451, 4
400, 4
490, 10
435, 2
425, 9
437, 5
444, 1
429, 3
460, 2
439, 5
498, 4
485, 6
489, 10
495, 8
463, 5
426, 0
476, 6
400, 2
481, 9
489, 8
411, 6
494, 7
416, 7
402, 6
422, 4
454, 7
411, 6
418, 5
452, 9
463, 7
426, 0
498, 7
480, 2
404, 4
401, 9
420, 3
448, 5
471, 9
477, 2
464, 7
493, 1
422, 3
460, 10
414, 4
428, 3
427, 7
446, 0
433, 10
435, 10
437, 10
492, 4
459, 5
473, 8
448, 0
492, 1
424, 8
447, 0
466, 2
433, 10
409, 4
434, 6
407, 10
491, 2
401, 2
444, 9
430, 3
480, 8
429, 8
424, 0
490, 8
452, 1
409, 2
462, 8
448, 6
473, 5
402, 9
477, 4
487, 7
453, 4
431, 8
480, 6
407, 8
475, 0
447, 2
472, 3
473, 10
410, 5
437, 6
446, 3
420, 5
414, 10
473, 9
481, 5
438, 5
416, 7
474, 5
473, 0
418, 5
426, 5
454, 6
459, 10
469, 10
425, 3
433, 0
438, 5
475, 5
468, 7
488, 10
405, 1
491, 2
409, 2
420, 8
498, 7
480, 10
460, 7
458, 3
437, 2
450, 6
500, 6
483, 5
479, 0
496, 0
426, 2
413, 2
465, 7
477, 2
456, 2
460, 4
402, 10
454, 8
413, 4
481, 4
448, 5
480, 4
455, 3
482, 6
432, 2
408, 2
499, 3
456, 0
495, 4
453, 2
474, 7
483, 10
477, 1
412, 9
439, 10
452, 8
498, 8
497, 0
410, 8
433, 7
486, 10
470, 0
413, 4
469, 8
496, 6
450, 1
484, 1
495, 8
426, 10
436, 8
488, 6
431, 7
500, 7
485, 9
417, 5
499, 1
440, 10
455, 6
475, 10
458, 7
482, 10
451, 0
482, 6
445, 1
449, 10
456, 7
452, 0
419, 9
426, 4
429, 0
436, 0
436, 6
429, 0
442, 8
422, 7
458, 6
453, 4
500, 2
438, 6
461, 0
496, 8
445, 1
458, 0
495, 4
495, 7
433, 2
411, 9
494, 1
447, 7
439, 0
415, 7
427, 7
493, 1
473, 8
418, 3
468, 0
454, 1
478, 7
415, 4
403, 2
408, 10
415, 5
477, 2
482, 1
459, 6
403, 9
449, 2
494, 8
491, 9
482, 10
494, 10
442, 4
454, 5
401, 1
415, 0
450, 5
422, 0
471, 5
496, 3
477, 10
490, 4
404, 4
498, 2
414, 1
435, 0
440, 9
484, 9
423, 2
500, 8
488, 3
429, 6
460, 4
493, 4
449, 10
436, 3
498, 2
434, 4
409, 5
454, 6
449, 4
420, 7
459, 6
482, 2
493, 2
452, 5
417, 4
407, 9
452, 1
434, 1
485, 9
443, 7
448, 0
472, 2
481, 4
432, 1
419, 10
421, 4
470, 3
447, 3
402, 4
478, 3
415, 9
487, 3
492, 8
481, 6
491, 0
477, 4
433, 4
407, 3
436, 2
430, 5
481, 6
428, 7
418, 7
481, 9
477, 1
470, 1
498, 9
403, 2
435, 1
417, 3
498, 2
423, 4
442, 1
414, 3
440, 7
460, 10
479, 2
440, 4
447, 3
498, 5
471, 10
444, 3
412, 8
433, 3
464, 0
401, 10
458, 8
462, 4
471, 0
468, 10
403, 2
430, 2
486, 5
415, 1
446, 2
455, 9
456, 3
413, 8
445, 8
453, 4
413, 5
437, 6
426, 0
479, 4
473, 0
487, 6
476, 9
440, 8
450, 3
460, 5
433, 6
476, 1
465, 10
451, 6
448, 1
421, 9
489, 10
405, 5
412, 0
462, 6
461, 9
498, 1
480, 5
416, 10
404, 5
427, 7
462, 7
423, 1
439, 0
449, 4
453, 4
442, 4
438, 5
465, 0
465, 1
421, 2
494, 8
469, 6
475, 7
400, 5
410, 2
458, 10
497, 6
409, 2
429, 10
433, 8
496, 8
425, 0
484, 4
428, 9
439, 0
481, 5
483, 4
471, 1
455, 2
410, 6
427, 2
475, 2
445, 9
420, 7
461, 4
425, 1
446, 9
493, 8
446, 7
430, 4
456, 6
460, 5
421, 0
474, 0
451, 6
446, 0
459, 0
469, 9
463, 10
470, 8
427, 10
404, 4
446, 0
444, 4
484, 3
439, 5
412, 1
441, 1
495, 0
433, 5
462, 4
487, 5
484, 8
452, 5
415, 9
480, 0
478, 10
451, 0
464, 6
436, 1
469, 8
434, 2
489, 1
480, 7
451, 5
421, 2
497, 0
484, 0
435, 1
498, 5
435, 5
