107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
107.0,40.0,14.0
