MapDist,Boolean Total,Fuzzy Total,Difference
MapDist1,28.85486770656687,22.743195330043402,-6.111672376523469
MapDist2,24.501505256228697,18.479373705484804,-6.022131550743893
MapDist3,27.22200278479211,20.768865332146774,-6.453137452645336
MapDist4,29.41785648637053,22.606556223654344,-6.811300262716184
MapDist5,29.12002180539991,21.777109692442057,-7.342912112957855
MapDist6,31.598649605372202,23.164445459671867,-8.434204145700335
MapDist7,25.650882569838842,19.56811414808453,-6.082768421754313
MapDist8,28.1442607258414,21.795075259729238,-6.349185466112161
MapDist9,26.83853879114413,19.254302307844274,-7.584236483299858
MapDist10,28.485194934008383,23.270179798300802,-5.215015135707581
MapDist11,33.663702813140745,25.045584992810713,-8.618117820330031
MapDist12,24.664088452826924,19.91959418595344,-4.744494266873485
MapDist13,31.666453603065477,21.994606892205198,-9.67184671086028
MapDist14,29.146571860629933,22.24290395172163,-6.903667908908304
MapDist15,28.92052658914765,22.777873666437735,-6.142652922709914
MapDist16,28.6596871141171,20.84112731741525,-7.818559796701852
MapDist17,25.728570006895314,20.202262576219518,-5.526307430675796
MapDist18,29.601952040083333,21.522431642823143,-8.07952039726019
MapDist19,26.246210295624397,19.464703148567025,-6.781507147057372
MapDist20,24.569739279016545,19.74070831722284,-4.8290309617937055
MapDist21,33.99081163124298,26.331855720787203,-7.658955910455774
MapDist22,29.368989995517296,23.359184695269793,-6.009805300247503
MapDist23,23.52967593809148,18.970521699046753,-4.559154239044727
MapDist24,28.08317333159513,22.292333662215896,-5.790839669379235
MapDist25,26.94804844507432,20.36088580266329,-6.58716264241103
MapDist26,27.834115689224888,21.169145613725277,-6.66497007549961
MapDist27,21.71937656251536,16.403925957656654,-5.315450604858707
MapDist28,31.01009550299046,21.757455908684353,-9.252639594306107
MapDist29,29.866836468600937,23.423431620177602,-6.443404848423334
MapDist30,28.26513562217599,23.08531265252298,-5.17982296965301
MapDist31,45.8045230078348,41.38902999862074,-4.41549300921406
MapDist32,41.25285467301134,36.807441056890504,-4.445413616120838
MapDist33,45.677594628656955,39.614865397769705,-6.06272923088725
MapDist34,41.05923559877975,34.50412406772779,-6.555111531051963
MapDist35,43.0125405644517,37.261868676745024,-5.750671887706673
MapDist36,42.9121535776391,36.49002249154149,-6.422131086097615
MapDist37,46.336386052941315,38.5180760099706,-7.818310042970715
MapDist38,41.25885560130594,35.99284861038119,-5.266006990924751
MapDist39,43.69876208920387,39.93776997227425,-3.7609921169296143
MapDist40,45.43641220170859,40.11554767640972,-5.320864525298873
MapDist41,43.551253377799725,38.6792314050321,-4.872021972767627
MapDist42,46.108573933269874,41.46392597453477,-4.644647958735106
MapDist43,46.06215361289214,39.94346210496066,-6.11869150793148
MapDist44,46.13029624949513,39.721591089412655,-6.4087051600824765
MapDist45,35.059142479166354,31.81041096961178,-3.248731509554574
