MapDist,Boolean Total,Fuzzy Total,Difference
MapDist1,0.1482233545534012,0.010214571497123561,-0.13800878305627762
MapDist2,1.2299362572590398,8.810246345260419e-14,-1.2299362572589516
MapDist3,0.23288247194963357,8.165086587542717e-13,-0.23288247194881706
MapDist4,0.9818347511772454,2.4972657272250863e-07,-0.9818345014506726
MapDist5,0.04679108598971773,1.505977941154781e-13,-0.04679108598956713
MapDist6,1.3818592576793673,1.2798877766329657e-13,-1.3818592576792394
MapDist7,0.42250423648976393,4.1764581546998934e-14,-0.4225042364897222
MapDist8,1.7243415611982076,0.9775361555810906,-0.746805405617117
MapDist9,0.8577694925006606,1.7974528830122424e-06,-0.8577676950477776
MapDist10,1.0310269989756733,2.166063129998376e-13,-1.0310269989754566
MapDist11,0.9404530702019992,3.529571519553932e-07,-0.9404527172448472
MapDist12,0.45264128720143265,1.8133438548661513e-13,-0.4526412872012513
MapDist13,1.5108760542050168,1.0430700379319591e-13,-1.5108760542049124
MapDist14,1.4168291596007028,9.115274929171652e-14,-1.4168291596006115
MapDist15,0.2832356912388442,9.693609390157668e-14,-0.28323569123874726
MapDist16,0.35608668075444116,2.976885893179137e-14,-0.3560866807544114
MapDist17,0.12053480044228065,0.01442546834868667,-0.10610933209359398
MapDist18,0.9302003634901987,8.777426060347925e-14,-0.9302003634901109
MapDist19,1.679055056205816,1.3247657550411269e-13,-1.6790550562056834
MapDist20,0.1351259587896734,0.0010785596677768384,-0.13404739912189656
MapDist21,0.9204177538989038,5.518029011399109e-10,-0.9204177533471009
MapDist22,0.2949603844177593,1.9205863922122253e-12,-0.2949603844158387
MapDist23,0.31869009741755433,7.573391116248542e-14,-0.3186900974174786
MapDist24,1.4085748910009448,1.4831905048363257e-10,-1.4085748908526257
MapDist25,0.793890260770104,2.112158407314713e-09,-0.7938902586579456
MapDist26,0.6834480152279511,3.2159073081160535e-13,-0.6834480152276294
MapDist27,0.16442821448222752,1.082096299430887e-10,-0.1644282143740179
MapDist28,0.6272160536778391,6.279992997528328e-14,-0.6272160536777762
MapDist29,0.7070812675539274,9.903750299450572e-14,-0.7070812675538284
MapDist30,1.5928628297019294,3.587140657518514e-07,-1.5928624709878636
MapDist31,2.363307670645483,0.057870323731151876,-2.305437346914331
MapDist32,0.9578633201879972,3.624570492848601e-05,-0.9578270744830688
MapDist33,2.763260715445983,0.000373707109762928,-2.7628870083362203
MapDist34,0.5687098846904964,0.015843279038650782,-0.5528666056518456
MapDist35,1.352939370796849,5.347758009195483e-08,-1.3529393173192688
MapDist36,1.425890681625801,0.0004853436976895871,-1.4254053379281115
MapDist37,2.1373801187412367,0.0013811932763739797,-2.135998925464863
MapDist38,0.8679927289357416,5.137910897638244e-07,-0.8679922151446519
MapDist39,2.056171286417154,0.02163594709916183,-2.0345353393179924
MapDist40,3.204601198914822,0.11148295823150565,-3.0931182406833164
MapDist41,1.0831798154023422,0.0010507302873942123,-1.082129085114948
MapDist42,1.9980428589704013,0.42357708442551273,-1.5744657745448887
MapDist43,0.4597602889861413,0.022701752236519223,-0.4370585367496221
MapDist44,2.4085554646966503,0.7674734698286092,-1.641081994868041
MapDist45,0.4692416848127666,9.778348976186094e-08,-0.4692415870292769
MapDist46,0.7911551921488482,5.489862445594867e-08,-0.7911551372502238
MapDist47,1.0365344348056642,7.312458858672726e-08,-1.0365343616810756
MapDist48,4.969453870457153,2.8251107957385892e-08,-4.969453842206045
MapDist49,0.2903867426186114,5.495429755949794e-05,-0.29033178832105194
MapDist50,2.2104019897111153,1.493197038075482e-08,-2.210401974779145
MapDist51,1.486528911238071,0.027617519996012696,-1.4589113912420584
MapDist52,3.4612704675017185,4.946789169070952e-06,-3.4612655207125496
MapDist53,1.5991624206746726,0.21104280830194155,-1.388119612372731
MapDist54,1.430720038229457,0.11584940061579613,-1.3148706376136607
MapDist55,0.7162377983071627,0.0028281956793194084,-0.7134096026278434
MapDist56,3.00911161535356,1.751046680666094e-05,-3.009094104886753
MapDist57,1.0047169393318987,0.25399987530466583,-0.7507170640272328
MapDist58,1.984412305477142,0.08443346780791865,-1.8999788376692235
MapDist59,2.224948386245669,2.8472372466003954e-09,-2.224948383398432
MapDist60,1.519023773011723,0.5840520726619952,-0.9349717003497279
MapDist61,2.853723679156304,0.0352242548458665,-2.8184994243104375
MapDist62,3.6546994364733427,1.329700147274009,-2.324999289199334
MapDist63,2.122838371673356,1.364915130610169,-0.7579232410631869
MapDist64,3.496379253958717,1.0210836891428439,-2.475295564815873
MapDist65,5.994274086817638,2.094396405516907,-3.8998776813007314
MapDist66,1.736736893321877,0.032675274196663606,-1.7040616191252134
MapDist67,3.6684861947168828,2.1966754848326153,-1.4718107098842674
MapDist68,1.275374817866751,0.0008061165083715122,-1.2745687013583795
MapDist69,1.4435288054674074,0.1545366969843448,-1.2889921084830624
MapDist70,1.7933514125885774,0.10571533782298267,-1.6876360747655947
MapDist71,1.0871619974599929,0.22835834738851013,-0.8588036500714827
MapDist72,4.3140287938087365,2.186091973472905,-2.1279368203358313
MapDist73,2.2848236520364176,0.5740294029153254,-1.7107942491210921
MapDist74,2.486511352733709,0.09800288177842553,-2.3885084709552835
MapDist75,3.5118572570758273,0.8384891897297575,-2.67336806734607
MapDist76,3.582777779986876,1.1279380363486027,-2.4548397436382734
MapDist77,1.9170854261385122,0.6649701337557369,-1.2521152923827752
MapDist78,1.2480123193888786,0.07364331024978316,-1.1743690091390955
MapDist79,2.5924565232271566,1.0105254971030369,-1.5819310261241197
MapDist80,0.7857867730650662,0.20127327948707846,-0.5845134935779877
MapDist81,2.028316215261814,0.25777643779579784,-1.770539777466016
MapDist82,2.0512429527488045,0.0163339235919035,-2.034909029156901
MapDist83,2.091983936607893,0.13654712493985177,-1.9554368116680412
MapDist84,2.966755552565353,0.03446367626200229,-2.932291876303351
MapDist85,2.7160676254805747,1.1762046598247384,-1.5398629656558362
MapDist86,1.662988340949333,0.5024722980128226,-1.1605160429365102
MapDist87,2.0657028492319096,1.0881805809971348,-0.9775222682347748
MapDist88,0.6754116391653653,0.18392695604229908,-0.4914846831230662
MapDist89,2.222469415033882,1.085326273055843,-1.1371431419780391
MapDist90,3.12287254832336,0.855712478297288,-2.267160070026072
