MapDist,Boolean Total,Fuzzy Total,Difference
MapDist1,0.7061188928181963,0.101067863126335,-0.6050510296918613
MapDist2,1.9997406539826053,4.243526006348463e-07,-1.9997402296300046
MapDist4,2.1932887788853406,0.0005008661368008943,-2.1927879127485395
MapDist5,0.3910113424284233,4.6035565952254e-05,-0.39096530686247105
MapDist6,2.380169711289894,7.063626333290962e-07,-2.380169004927261
MapDist7,1.1825034481568835,5.622581172589597e-07,-1.1825028858987663
MapDist8,2.3743916087649453,0.9887047903445809,-1.3856868184203643
MapDist9,1.1404422050804186,0.0013415763259650203,-1.1391006287544536
MapDist10,2.0294174208293643,6.442115969312628e-07,-2.0294167766177673
MapDist11,2.0593509768084166,0.4892338210948519,-1.5701171557135647
MapDist12,1.4025370176869834,0.00044263782798983166,-1.4020943798589935
MapDist13,2.8590207909329384,8.36344855362478e-05,-2.858937156447402
MapDist14,2.25920583767044,6.722000049290956e-07,-2.259205165470435
MapDist15,0.8331925407979528,1.6269042727014901e-06,-0.83319091389368
MapDist16,1.1708898811818402,3.2080230633085145e-07,-1.170889560379534
MapDist17,0.6863379312306916,0.12011003363594501,-0.5662278975947467
MapDist18,1.9303253256491504,0.1465275866686682,-1.7837977389804822
MapDist19,2.6372145926513118,1.1131346125730615e-07,-2.6372144813378506
MapDist20,0.569424472069811,0.03288211988343116,-0.5365423521863798
MapDist21,1.7482465254258623,0.01827810034290779,-1.7299684250829546
MapDist22,1.3020474614176007,0.07116035329701545,-1.2308871081205852
MapDist23,0.9754994479975574,7.171683899874393e-07,-0.9754987308291674
MapDist24,2.0973184930571644,1.333063220924717e-05,-2.0973051624249552
MapDist25,1.3218711497296054,4.6692041808570365e-05,-1.3218244576877969
MapDist26,1.5312217881811123,0.0010320350985551848,-1.5301897530825572
MapDist27,0.5999119136972717,1.0852522686256646e-05,-0.5999010611745854
MapDist28,1.586006268537472,1.0035241654999005e-06,-1.5860052650133065
MapDist29,2.0320231723146494,5.057969736187273e-07,-2.0320226665176757
MapDist30,2.4519315281027896,0.0020342673277631,-2.4498972607750265
MapDist31,4.070155880554168,1.3480492784892637,-2.7221066020649043
MapDist32,2.1403668143717316,0.3979014051354003,-1.7424654092363312
MapDist33,4.476288484334865,1.6111230553134934,-2.8651654290213715
MapDist34,1.7553936698514887,1.525826195474799,-0.22956747437668978
MapDist35,2.597037409238929,0.3018611874313554,-2.2951762218075733
MapDist36,3.1169826349012073,1.7174237731527082,-1.399558861748499
MapDist37,3.9988553021060786,2.2482262517662406,-1.750629050339838
MapDist38,2.3848155421263817,1.559641116123124,-0.8251744260032576
MapDist39,4.178725053478532,2.2270222074185737,-1.9517028460599581
MapDist40,5.21329396901634,3.105161173903789,-2.1081327951125512
MapDist41,2.383107927200606,2.3316033723503855,-0.05150455485022043
MapDist42,3.9290938344515007,1.4791913441894489,-2.449902490262052
MapDist43,1.7019218306769521,0.501340911790628,-1.2005809188863241
MapDist44,3.9597626701060484,2.870515360163212,-1.0892473099428366
MapDist45,1.2222543521677283,0.46417461722976705,-0.7580797349379612
MapDist46,2.198164151218268,0.4458936881500256,-1.7522704630682422
MapDist47,1.9341450677132435,0.9074448792207889,-1.0267001884924545
MapDist48,7.411627243705381,3.014754076022266,-4.396873167683115
MapDist49,0.793528168204879,0.5927101620015716,-0.20081800620330748
MapDist50,3.1184742316121272,1.5357675939425905,-1.5827066376695367
MapDist51,3.9727002641465448,1.3402391361102695,-2.632461128036275
MapDist52,5.151606158213652,4.3150919240288585,-0.8365142341847935
MapDist53,3.474837935795593,2.485467156813735,-0.9893707789818578
