MapDist,Boolean Total,Fuzzy Total,Difference
MapDist1,111.58061895109378,109.99941011712525,-1.5812088339685317
MapDist2,108.18319683091349,106.57996586323841,-1.6032309676750742
MapDist3,109.09294128499162,107.50077670572483,-1.5921645792667931
MapDist4,111.87783629791323,110.02919211837796,-1.8486441795352704
MapDist5,113.12476189568207,111.27704543823299,-1.8477164574490814
MapDist6,113.66355346946314,111.5197739390642,-2.1437795303989446
MapDist7,109.24268159148268,107.91115217477316,-1.3315294167095146
MapDist8,110.51150205929164,108.81048815207478,-1.7010139072168613
MapDist9,109.39813918845286,107.45259285846012,-1.9455463299927374
MapDist10,111.87760617920968,110.62208164823258,-1.2555245309770982
MapDist11,113.82715593131991,111.76996061977889,-2.0571953115410224
MapDist12,108.1408773991448,106.73067826508418,-1.410199134060619
MapDist13,110.9869532225789,108.78753021135572,-2.199423011223189
MapDist14,112.01360993893142,110.55785611507457,-1.4557538238568526
MapDist15,113.74556588252024,112.21133446601436,-1.5342314165058752
MapDist16,110.36171637994391,108.24819520326798,-2.113521176675931
MapDist17,109.5718305244285,108.17673731479658,-1.3950932096319235
MapDist18,111.53377089641404,109.81383352335934,-1.7199373730547052
MapDist19,108.35572343359703,106.6615279750009,-1.6941954585961412
MapDist20,109.75046789576754,108.42841012766802,-1.3220577680995262
MapDist21,115.21543762816682,113.7543780985774,-1.46105952958942
MapDist22,111.72429274172143,110.3479770885823,-1.3763156531391303
MapDist23,108.19582939486827,107.04725711258861,-1.148572282279659
MapDist24,111.51397568372818,110.06281125628848,-1.4511644274396929
MapDist25,110.38956703913257,108.89868316593761,-1.49088387319496
MapDist26,110.43774944193835,108.78966386940442,-1.6480855725339296
MapDist27,106.61380807877478,105.16725021377317,-1.4465578650016084
MapDist28,111.79582568714487,109.91638008672888,-1.8794456004159912
MapDist29,110.4869725134539,108.87809580987283,-1.6088767035810747
MapDist30,112.61182239960236,111.61212023362322,-0.9997021659791443
MapDist31,129.82277527574013,129.0113083888882,-0.8114668868519175
MapDist32,128.62894479010222,127.72737451296831,-0.9015702771339136
MapDist33,129.9678188789423,128.6134563478878,-1.3543625310545053
MapDist34,126.625160066979,125.05410708132668,-1.5710529856523294
MapDist35,128.64144371786472,127.49342150262143,-1.1480222152432873
MapDist36,127.09718863902758,125.89081814695012,-1.206370492077454
MapDist37,128.5915257349551,127.13629471632296,-1.4552310186321336
MapDist38,126.37458973901198,125.09631252933758,-1.2782772096743997
MapDist39,127.95323729920297,126.96104717624084,-0.9921901229621284
MapDist40,128.94722592679997,127.62922259188528,-1.3180033349146925
MapDist41,127.3934856074837,126.32098630661243,-1.0724993008712715
MapDist42,130.2632504191518,129.3496547350651,-0.9135956840867152
MapDist43,129.12112939401356,127.47025865699474,-1.6508707370188205
MapDist44,130.24336401947087,128.62429868293995,-1.619065336530923
MapDist45,123.90996559430508,123.10264460944288,-0.8073209848622014
MapDist46,130.04908057268176,128.76522643168147,-1.2838541410002904
MapDist47,127.08192497457406,126.04646551145626,-1.0354594631178031
MapDist48,129.11117863659493,127.7808036372362,-1.3303749993587246
MapDist49,126.52291070581217,125.6322732937027,-0.89063741210947
MapDist50,124.86449246304404,124.02005141539189,-0.844441047652154
MapDist51,128.9677477923215,127.58122519507612,-1.3865225972453743
MapDist52,127.88089889759313,126.803525031928,-1.0773738656651233
MapDist53,127.63044641496387,125.98918666318318,-1.6412597517806944
MapDist54,128.9720279584471,127.84309342856167,-1.128934529885413
MapDist55,129.10680591888524,127.86400100233949,-1.2428049165457509
MapDist56,128.11440571687604,126.72978404358656,-1.3846216732894732
MapDist57,125.95686289853708,124.93243375744416,-1.0244291410929236
MapDist58,127.73365458411388,127.0874785426968,-0.6461760414170783
MapDist59,124.79870436485734,123.96956803298137,-0.8291363318759721
MapDist60,130.1182808177609,128.89422767853864,-1.2240531392222636
MapDist61,139.90864282584923,138.87550909968087,-1.0331337261683586
MapDist62,137.64215344026212,137.00231389161905,-0.6398395486430672
MapDist63,139.82885173624368,139.034541203559,-0.7943105326846762
MapDist64,138.3337425093684,137.65656250580602,-0.6771800035623698
MapDist65,142.31727884420127,141.91265357448543,-0.40462526971583657
MapDist66,138.07869687644433,137.01831523744846,-1.0603816389958638
MapDist67,138.37147817151794,137.76225289369012,-0.609225277827818
MapDist68,139.39914081044185,138.57557589707977,-0.8235649133620768
MapDist69,140.22077847198184,139.39448254351686,-0.8262959284649867
MapDist70,138.6090247380704,137.59750588821902,-1.0115188498513703
MapDist71,138.65540761801594,138.00556035233726,-0.6498472656786873
MapDist72,141.83148455673424,141.0426325317195,-0.7888520250147337
MapDist73,139.07647647552608,138.35319382648504,-0.7232826490410389
MapDist74,142.3825414181511,141.5845859455855,-0.7979554725656044
MapDist75,140.16576459249183,139.4948019190261,-0.6709626734657377
MapDist76,140.6482645143812,139.71653841747076,-0.9317260969104382
MapDist77,139.30741777870784,138.2351545751298,-1.0722632035780464
MapDist78,140.73507245109184,140.23614652156544,-0.4989259295263935
MapDist79,142.07272887732165,141.33230203207341,-0.740426845248237
MapDist80,138.8389922616298,138.05582637381218,-0.7831658878176313
MapDist81,139.26847817147612,138.3645047775013,-0.9039733939748089
MapDist82,140.2757925547828,139.54060624978035,-0.7351863050024576
MapDist83,140.91359287042482,140.1871230561177,-0.7264698143071087
MapDist84,139.94216158991537,139.18706533324837,-0.7550962566670023
MapDist85,138.4268151731419,137.79454313234248,-0.6322720407994211
MapDist86,139.88921393780475,139.0587262573079,-0.8304876804968444
MapDist87,139.04171123655178,138.32111723565026,-0.7205940009015137
MapDist88,140.72324474337353,140.21334118260552,-0.5099035607680094
MapDist89,140.19658848582287,139.42374165720486,-0.7728468286180146
MapDist90,139.4103031597569,138.7241730553436,-0.6861301044132802
